from-to,score,userA_id,userB_id,has_common_skills,n_common_skills,has_common_schools,n_common_schools,has_common_industry,n_common_industry,has_common_company,n_common_company
35159-36977,2.0,35159,36977,1,4,0,0,1,1,1,-2
231033-3519607,3.0,231033,3519607,0,-1,1,-2,1,1,0,0
2605457-941112,2.0,2605457,941112,0,0,0,0,1,1,0,0
1175319-6300171,1.0,1175319,6300171,0,-1,0,0,1,2,1,-2
232210-1217108,0.0,232210,1217108,0,0,0,0,0,0,1,-2
1091035-22822,1.0,1091035,22822,0,-1,0,0,0,0,0,0
6287586-6287676,1.0,6287586,6287676,0,0,0,0,1,1,1,-2
1241762-18178,3.0,1241762,18178,1,3,0,0,1,1,1,-2
2066421-6332398,2.0,2066421,6332398,0,-1,0,0,1,1,1,-2
6271489-1990499,1.0,6271489,1990499,0,0,0,0,1,1,1,-2
4837987-931828,3.0,4837987,931828,0,-1,0,0,1,1,1,-2
25985-4859132,0.0,25985,4859132,0,-1,0,0,1,1,1,-2
6305217-23359,1.0,6305217,23359,1,1,0,0,0,0,0,0
6272352-133296,1.0,6272352,133296,0,-1,0,0,0,0,0,0
6273247-821165,0.0,6273247,821165,0,-1,0,-1,1,1,0,0
6325288-6321203,2.0,6325288,6321203,0,0,0,0,1,1,1,1
6341284-6340321,3.0,6341284,6340321,0,0,0,-1,0,0,1,-2
1106787-48939,3.0,1106787,48939,0,-1,1,-2,1,1,1,-2
6283756-6269278,3.0,6283756,6269278,0,-1,0,-1,0,0,0,0
434434-284780,2.0,434434,284780,0,0,1,-2,1,1,1,-2
6332130-52176,0.0,6332130,52176,0,0,0,0,1,1,1,-2
6338774-6331332,2.0,6338774,6331332,0,-1,0,0,0,0,0,0
6284735-6284083,0.0,6284735,6284083,1,2,0,0,1,1,0,0
6333006-6327793,0.0,6333006,6327793,0,-1,0,0,0,0,1,-2
6195888-531,2.0,6195888,531,0,-1,0,0,1,1,0,0
6294949-531,1.0,6294949,531,0,-1,0,0,1,2,0,0
6325441-4641229,2.0,6325441,4641229,0,-1,0,0,0,0,0,0
6194093-2900247,1.0,6194093,2900247,0,-1,0,-1,1,1,0,0
948338-4028030,1.0,948338,4028030,0,0,1,1,1,1,0,0
6320703-6296449,2.0,6320703,6296449,0,0,0,0,0,0,0,0
26426-32302,3.0,26426,32302,1,4,1,-2,1,1,1,-2
4553060-1111579,0.0,4553060,1111579,0,0,0,0,1,1,1,-2
6312815-6337717,3.0,6312815,6337717,1,2,0,0,1,1,0,0
6278094-6306068,3.0,6278094,6306068,0,-1,0,0,1,1,0,0
2029031-3207280,2.0,2029031,3207280,0,-1,1,1,1,1,1,-2
234299-9071,3.0,234299,9071,0,-1,0,0,1,1,1,1
1949523-153779,1.0,1949523,153779,1,4,0,0,1,1,1,-2
3540474-6333408,3.0,3540474,6333408,0,0,0,0,1,2,1,-2
6320125-6272262,3.0,6320125,6272262,1,1,0,0,0,0,1,-2
1046537-52459,1.0,1046537,52459,0,-1,0,-1,1,1,0,0
6284083-1293195,0.0,6284083,1293195,1,2,0,0,1,1,1,-2
28881-6272679,3.0,28881,6272679,1,4,0,0,1,1,1,-2
50987-1925639,2.0,50987,1925639,0,-1,1,-2,1,1,1,-2
6281647-6271892,1.0,6281647,6271892,0,-1,0,-1,1,1,0,0
244713-1210058,0.0,244713,1210058,0,-1,0,0,1,1,1,-2
6331332-6331414,1.0,6331332,6331414,0,-1,0,-1,0,0,1,-2
6288954-6293031,3.0,6288954,6293031,1,1,0,-1,1,2,0,0
561266-5153958,1.0,561266,5153958,0,-1,0,0,1,2,0,0
6321968-6319513,3.0,6321968,6319513,0,0,0,-1,0,0,1,-2
4738745-46620,1.0,4738745,46620,0,-1,0,0,1,1,0,0
6276615-6274359,1.0,6276615,6274359,0,0,1,-2,0,0,1,-2
6312421-6301612,1.0,6312421,6301612,0,-1,0,0,1,1,1,-2
1028034-33133,1.0,1028034,33133,0,0,0,-1,1,1,1,-2
6275798-227652,0.0,6275798,227652,0,-1,0,-1,1,1,1,-2
18570-1454998,0.0,18570,1454998,1,1,0,0,1,3,1,-2
6283255-6271,0.0,6283255,6271,1,2,0,0,1,1,1,-2
68894-24009,2.0,68894,24009,0,-1,0,-1,1,2,0,0
4453594-6247407,1.0,4453594,6247407,0,0,0,0,1,1,0,0
6291065-3755761,0.0,6291065,3755761,0,-1,0,0,1,1,1,-2
6279975-6303311,1.0,6279975,6303311,0,-1,0,0,0,0,1,-2
2950329-160043,1.0,2950329,160043,0,-1,0,0,1,1,0,0
105551-6274513,3.0,105551,6274513,0,-1,0,0,1,1,0,0
1116134-2871,3.0,1116134,2871,0,-1,0,-1,1,1,1,-2
1361999-6287601,1.0,1361999,6287601,1,2,0,0,0,0,0,0
6294675-6272817,1.0,6294675,6272817,0,0,0,0,0,0,0,0
6275682-50881,3.0,6275682,50881,1,3,0,-1,1,1,0,0
2794183-4569246,3.0,2794183,4569246,0,-1,0,0,1,2,0,0
6308318-6282781,3.0,6308318,6282781,0,-1,0,0,0,0,0,0
48656-1025500,0.0,48656,1025500,1,3,0,0,0,0,1,-2
22037-14321,2.0,22037,14321,0,-1,0,0,1,2,1,-2
6279715-6277192,3.0,6279715,6277192,0,0,0,0,0,0,1,-2
6295023-6269184,1.0,6295023,6269184,0,0,1,-2,0,0,1,-2
1912141-2696454,2.0,1912141,2696454,1,1,0,0,0,0,1,-2
47313-6269069,3.0,47313,6269069,0,0,0,0,1,1,1,-2
6333881-6299116,3.0,6333881,6299116,0,0,0,0,1,1,0,0
1205963-6270546,1.0,1205963,6270546,1,1,0,0,1,1,1,-2
6271437-6274720,1.0,6271437,6274720,0,0,0,-1,1,1,0,0
162619-1315735,0.0,162619,1315735,1,2,1,-2,0,0,1,-2
229020-5181,3.0,229020,5181,0,-1,0,-1,1,1,1,-2
50987-53475,1.0,50987,53475,0,-1,1,-2,1,1,1,-2
17603-18172,3.0,17603,18172,0,0,0,-1,1,1,1,-2
1038234-11031,1.0,1038234,11031,1,1,0,0,1,1,0,0
6286891-6283979,2.0,6286891,6283979,0,-1,0,0,0,0,1,-2
88028-224332,0.0,88028,224332,0,0,0,-1,0,0,0,0
6235247-23771,1.0,6235247,23771,1,2,0,-1,1,2,1,-2
6273219-6303559,1.0,6273219,6303559,1,3,0,0,0,0,1,-2
3515561-89457,1.0,3515561,89457,0,0,0,0,1,1,1,-2
6271892-4656847,1.0,6271892,4656847,0,0,0,-1,1,1,0,0
780871-6343982,1.0,780871,6343982,0,0,0,-1,0,0,1,-2
2607094-1410886,0.0,2607094,1410886,0,-1,0,-1,1,1,0,0
1660470-6270402,3.0,1660470,6270402,1,1,0,0,1,1,1,-2
6285323-6333989,2.0,6285323,6333989,0,0,1,-2,1,1,1,-2
207523-27657,1.0,207523,27657,1,1,0,0,1,1,1,-2
1084189-6274411,2.0,1084189,6274411,0,0,0,0,1,1,1,-2
6284621-6289120,3.0,6284621,6289120,0,0,0,-1,1,1,0,0
1439762-154228,1.0,1439762,154228,0,-1,0,0,1,1,1,-2
6343084-6343135,0.0,6343084,6343135,0,-1,0,-1,1,1,0,0
1355347-267271,1.0,1355347,267271,0,-1,0,0,1,1,0,0
4377713-21950,3.0,4377713,21950,1,1,0,0,1,1,1,-2
6282763-6332513,2.0,6282763,6332513,0,-1,0,0,1,1,1,-2
50881-6237326,2.0,50881,6237326,0,0,0,0,0,0,0,0
185856-82042,2.0,185856,82042,0,-1,0,0,1,1,0,0
202017-2239394,1.0,202017,2239394,0,-1,0,0,1,1,1,-2
902150-277857,2.0,902150,277857,1,1,1,-2,1,1,1,-2
20541-5216934,0.0,20541,5216934,0,-1,0,0,1,1,1,-2
857912-4538866,1.0,857912,4538866,1,2,1,-2,0,0,0,0
615818-1344645,3.0,615818,1344645,0,-1,1,-2,1,1,1,-2
6273050-6277350,2.0,6273050,6277350,1,1,1,-2,1,1,0,0
950038-6231809,1.0,950038,6231809,1,1,0,-1,1,2,1,-2
102198-250684,0.0,102198,250684,0,-1,0,-1,1,1,0,0
6291911-6289835,0.0,6291911,6289835,1,-2,0,0,1,2,1,-2
6295666-6291002,0.0,6295666,6291002,1,5,0,0,0,-1,0,-1
6314689-1106787,3.0,6314689,1106787,1,1,0,0,1,1,1,-2
6285585-6280768,0.0,6285585,6280768,1,2,0,0,1,1,1,-2
26008-95366,2.0,26008,95366,1,5,0,0,1,1,1,-2
6272032-28550,2.0,6272032,28550,0,0,0,0,1,1,0,0
180562-6292406,2.0,180562,6292406,0,-1,0,-1,0,0,0,0
95599-1442209,3.0,95599,1442209,0,-1,0,0,1,1,0,0
1912141-266395,2.0,1912141,266395,0,-1,0,0,0,0,0,0
6282351-4648156,0.0,6282351,4648156,0,-1,1,-2,0,0,1,-2
911070-6110836,3.0,911070,6110836,0,-1,0,0,0,0,0,0
2190300-26249,2.0,2190300,26249,0,-1,0,0,1,1,0,0
24997-766736,2.0,24997,766736,0,0,1,-2,1,2,0,0
1412509-26905,2.0,1412509,26905,0,-1,0,0,1,1,0,0
3479056-6201185,2.0,3479056,6201185,1,2,1,-2,1,1,1,-2
6192957-4574126,0.0,6192957,4574126,0,-1,1,-2,1,1,0,0
6273528-19602,3.0,6273528,19602,0,-1,0,-1,1,1,0,0
6269225-864299,0.0,6269225,864299,0,-1,1,-2,0,0,0,0
6303082-17399,0.0,6303082,17399,0,-1,0,0,1,2,1,-2
2903432-6324548,1.0,2903432,6324548,1,1,0,0,0,0,0,0
6283777-6306743,1.0,6283777,6306743,0,0,0,0,1,1,1,-2
6286494-6283243,3.0,6286494,6283243,1,1,0,-1,0,0,0,0
6278266-4787272,0.0,6278266,4787272,0,-1,1,-2,0,0,0,0
6238219-229547,0.0,6238219,229547,0,0,0,0,1,1,1,-2
89982-1608708,0.0,89982,1608708,0,-1,0,-1,1,1,0,0
103820-3764812,2.0,103820,3764812,1,1,0,0,1,1,0,0
6270477-6299536,1.0,6270477,6299536,0,0,1,-2,1,1,0,0
72363-6270296,2.0,72363,6270296,0,-1,1,-2,1,1,1,-2
6269738-2029031,0.0,6269738,2029031,0,0,0,0,1,1,1,-2
6271137-6328928,1.0,6271137,6328928,1,1,0,0,0,0,1,-2
323434-207727,1.0,323434,207727,1,1,0,0,1,1,1,-2
6291148-11721,1.0,6291148,11721,0,-1,0,0,1,1,1,-2
144466-4619366,2.0,144466,4619366,0,-1,0,-1,1,1,1,-2
241506-761947,1.0,241506,761947,0,0,0,0,1,1,1,-2
71077-1457499,3.0,71077,1457499,1,1,0,0,1,1,1,-2
4570244-1404080,2.0,4570244,1404080,0,-1,0,0,1,1,0,0
6278894-6292200,3.0,6278894,6292200,1,2,0,0,1,1,1,-2
6275694-1038452,0.0,6275694,1038452,0,0,0,-1,1,2,0,0
6315827-2163789,3.0,6315827,2163789,0,-1,1,1,0,0,1,-2
6321817-6337114,2.0,6321817,6337114,0,0,0,0,1,1,1,-2
6304768-6304565,2.0,6304768,6304565,1,3,0,0,1,3,0,0
997389-703121,3.0,997389,703121,0,-1,0,0,1,2,0,0
299072-1255025,0.0,299072,1255025,0,-1,0,0,1,1,0,0
6327757-6315891,0.0,6327757,6315891,0,-1,0,0,1,1,0,0
2035856-2301196,0.0,2035856,2301196,0,-1,0,0,1,1,1,-2
813113-6192825,1.0,813113,6192825,1,-2,0,0,1,1,1,-2
6282013-6290896,1.0,6282013,6290896,0,-1,0,0,0,0,0,0
18121-51004,3.0,18121,51004,0,-1,0,0,1,2,1,1
6276979-1755644,3.0,6276979,1755644,0,0,0,-1,1,1,1,-2
6327227-6305377,3.0,6327227,6305377,0,-1,0,-1,1,1,1,-2
885600-5847529,1.0,885600,5847529,0,-1,0,0,1,1,1,-2
4917548-1476163,0.0,4917548,1476163,0,-1,1,-2,1,1,1,-2
23554-11601,3.0,23554,11601,0,-1,0,0,1,1,0,0
16981-26349,0.0,16981,26349,0,-1,0,0,0,0,1,-2
6331050-6307255,2.0,6331050,6307255,0,-1,0,0,1,2,0,0
6271623-96958,3.0,6271623,96958,1,1,0,0,1,1,1,-2
1009936-25234,3.0,1009936,25234,0,-1,1,-2,1,1,0,0
6274051-2538324,0.0,6274051,2538324,1,1,0,0,1,1,1,-2
258724-4467015,0.0,258724,4467015,0,0,0,0,1,1,0,0
6273675-6274135,0.0,6273675,6274135,0,-1,1,-2,1,1,1,-2
6276343-6285252,3.0,6276343,6285252,0,-1,0,-1,1,1,0,0
4696629-21477,1.0,4696629,21477,1,1,0,0,1,1,1,-2
1476163-39742,1.0,1476163,39742,0,-1,0,0,1,2,1,-2
30526-1803252,3.0,30526,1803252,0,0,0,0,0,0,1,-2
234394-3877232,0.0,234394,3877232,1,1,0,0,0,0,1,-2
6195888-561589,2.0,6195888,561589,0,0,0,0,1,1,0,0
25822-6270025,3.0,25822,6270025,1,-2,0,-1,0,0,0,0
6273191-21853,2.0,6273191,21853,1,2,1,-2,1,1,0,0
25612-6312768,1.0,25612,6312768,1,-2,0,0,1,1,1,-2
122887-6303702,3.0,122887,6303702,1,1,0,0,0,0,1,-2
44357-2356459,0.0,44357,2356459,0,-1,0,0,1,1,1,-2
904572-3851,1.0,904572,3851,1,-2,0,0,1,2,1,1
6274012-703982,2.0,6274012,703982,1,1,0,0,1,1,1,-2
6269684-275637,0.0,6269684,275637,0,0,0,-1,1,1,1,-2
1279140-235193,3.0,1279140,235193,0,0,0,0,1,1,1,-2
57775-6273219,2.0,57775,6273219,1,2,0,0,1,1,1,-2
2543059-6324368,1.0,2543059,6324368,0,-1,0,0,0,0,1,-2
813988-4242791,1.0,813988,4242791,0,-1,0,0,1,1,0,0
1297583-4401641,1.0,1297583,4401641,0,-1,0,0,1,1,1,-2
144466-6274753,2.0,144466,6274753,0,-1,0,-1,1,1,1,-2
6323013-6271038,3.0,6323013,6271038,0,0,0,0,1,1,1,-2
6335573-6296026,2.0,6335573,6296026,0,-1,0,-1,0,0,0,0
6306290-6334632,3.0,6306290,6334632,0,-1,1,-2,0,0,1,-2
6273374-70228,0.0,6273374,70228,1,1,0,0,1,1,0,0
1803252-27777,2.0,1803252,27777,0,0,1,-2,0,0,1,-2
329793-3892823,2.0,329793,3892823,1,1,1,-2,0,0,1,-2
360932-6551,3.0,360932,6551,0,-1,0,-1,1,2,0,0
3363618-820345,3.0,3363618,820345,0,-1,0,0,1,2,1,-2
69943-313093,0.0,69943,313093,0,0,0,0,1,1,1,-2
1825440-6334368,2.0,1825440,6334368,1,2,0,0,1,1,1,-2
31105-143411,1.0,31105,143411,1,3,0,-1,0,0,0,0
6269008-36878,0.0,6269008,36878,0,0,0,0,1,1,1,-2
6308229-272556,0.0,6308229,272556,0,-1,0,0,0,0,1,-2
6194500-217075,2.0,6194500,217075,1,1,0,0,1,1,1,-2
6273298-1691301,2.0,6273298,1691301,0,-1,0,0,0,0,1,-2
6341790-6341663,1.0,6341790,6341663,0,0,0,0,1,1,0,0
54429-6325427,1.0,54429,6325427,1,3,0,0,1,1,1,-2
1872737-4607488,3.0,1872737,4607488,0,-1,0,0,1,1,0,0
73536-389680,0.0,73536,389680,0,0,0,0,1,1,0,0
166067-898825,2.0,166067,898825,1,1,0,0,1,1,0,0
2324386-1753951,2.0,2324386,1753951,0,-1,0,0,1,1,1,-2
6315845-57481,0.0,6315845,57481,0,-1,0,0,1,1,1,-2
1980544-1121821,0.0,1980544,1121821,0,-1,0,-1,1,2,1,-2
22870-17722,3.0,22870,17722,0,0,1,-2,1,1,1,-2
6329258-6326656,3.0,6329258,6326656,0,0,0,0,0,0,1,-2
5850465-6275411,1.0,5850465,6275411,1,1,0,0,1,1,1,-2
2618143-19064,1.0,2618143,19064,0,-1,1,-2,1,2,1,-2
6272691-6297084,0.0,6272691,6297084,0,-1,0,-1,0,0,0,0
6274064-11771,0.0,6274064,11771,0,-1,0,0,0,0,0,0
110932-241411,0.0,110932,241411,0,-1,0,-1,1,1,0,0
6331467-6324422,1.0,6331467,6324422,0,-1,0,0,0,-1,0,-1
225073-6272713,1.0,225073,6272713,1,-2,1,-2,1,2,1,-2
6269177-6274280,1.0,6269177,6274280,0,0,1,-2,1,2,1,-2
163627-6274995,3.0,163627,6274995,0,-1,0,0,1,1,1,-2
6323449-6277192,3.0,6323449,6277192,0,-1,0,0,1,1,1,-2
6269090-6327159,1.0,6269090,6327159,0,-1,0,-1,1,1,1,-2
6306824-1217108,2.0,6306824,1217108,0,0,0,0,0,0,1,-2
6303644-6295406,1.0,6303644,6295406,1,1,0,0,1,1,1,-2
1970602-5806389,3.0,1970602,5806389,0,-1,0,0,1,1,0,0
1019922-1031934,1.0,1019922,1031934,0,-1,0,0,0,0,1,-2
6290015-6278953,3.0,6290015,6278953,0,-1,0,0,0,0,0,0
39391-1016042,2.0,39391,1016042,0,-1,1,-2,1,1,1,-2
6306290-6323437,3.0,6306290,6323437,1,1,1,-2,1,1,1,-2
27193-278081,3.0,27193,278081,1,1,0,0,1,1,1,-2
2375352-17986,1.0,2375352,17986,0,-1,1,-2,0,0,0,0
249990-6326800,1.0,249990,6326800,0,0,0,0,0,0,0,0
35459-156356,1.0,35459,156356,0,-1,0,0,1,1,1,-2
95417-35609,0.0,95417,35609,1,1,0,0,0,0,1,-2
6289690-6297251,3.0,6289690,6297251,0,0,1,-2,0,0,1,-2
168425-21288,0.0,168425,21288,0,0,0,0,1,1,1,-2
229523-2615037,3.0,229523,2615037,0,-1,0,0,1,1,1,-2
1175319-6321542,1.0,1175319,6321542,0,-1,0,0,0,-1,0,-1
813652-1210099,2.0,813652,1210099,0,-1,0,0,1,1,1,-2
1018895-28883,1.0,1018895,28883,0,0,0,-1,1,1,1,-2
2791-941,2.0,2791,941,0,0,0,0,0,0,1,-2
4521-2129871,0.0,4521,2129871,0,0,0,0,1,1,1,-2
6338298-6338375,0.0,6338298,6338375,0,0,0,0,1,1,0,0
6268974-743381,3.0,6268974,743381,0,-1,0,-1,1,1,1,-2
6275343-3347237,0.0,6275343,3347237,0,0,1,-2,0,0,1,-2
4321143-37759,1.0,4321143,37759,0,-1,1,-2,1,1,1,-2
2447192-612451,2.0,2447192,612451,0,0,0,0,1,1,1,-2
6290770-6293519,3.0,6290770,6293519,0,-1,0,-1,1,1,0,0
6289403-918651,3.0,6289403,918651,0,-1,0,0,1,1,0,0
27193-18894,3.0,27193,18894,0,0,0,-1,1,1,1,-2
6272204-28084,0.0,6272204,28084,1,2,0,0,0,0,1,-2
1576722-1663161,2.0,1576722,1663161,0,0,1,-2,1,1,0,0
6290946-6275425,1.0,6290946,6275425,1,1,0,0,1,1,1,-2
3125152-6271251,1.0,3125152,6271251,0,0,1,-2,1,1,1,-2
6318366-6279834,0.0,6318366,6279834,1,1,0,0,0,0,0,0
233044-224579,0.0,233044,224579,1,3,1,-2,1,1,1,-2
6271503-25085,2.0,6271503,25085,1,2,0,0,0,0,1,-2
6269039-1924037,0.0,6269039,1924037,0,-1,0,0,0,0,0,0
6272194-24708,1.0,6272194,24708,1,1,0,0,1,1,1,-2
6285838-1430882,0.0,6285838,1430882,0,-1,0,0,1,1,1,-2
6334314-6317520,3.0,6334314,6317520,0,-1,0,0,1,1,0,0
50820-6324431,1.0,50820,6324431,0,-1,1,-2,1,1,1,-2
6286585-6311119,0.0,6286585,6311119,0,0,0,0,0,0,1,-2
3016260-1298802,2.0,3016260,1298802,0,-1,0,0,1,2,1,-2
5850763-6311638,1.0,5850763,6311638,0,-1,0,0,0,0,1,-2
1402852-6271824,2.0,1402852,6271824,0,0,0,0,1,1,1,-2
6297359-4529507,3.0,6297359,4529507,1,1,0,0,1,2,0,0
23198-56744,3.0,23198,56744,0,-1,1,-2,1,1,1,-2
6280073-3753271,1.0,6280073,3753271,1,3,0,0,0,0,0,0
6270208-48339,0.0,6270208,48339,0,-1,0,0,1,1,0,0
31105-15211,2.0,31105,15211,1,1,0,-1,1,1,0,0
180546-1748809,2.0,180546,1748809,1,2,1,-2,1,1,1,-2
6213280-50428,2.0,6213280,50428,0,0,0,0,1,1,1,-2
25353-5863960,0.0,25353,5863960,0,-1,0,0,0,0,0,0
1098632-4321143,3.0,1098632,4321143,0,-1,0,0,0,0,0,0
102902-27573,2.0,102902,27573,1,1,1,-2,1,1,1,-2
24997-19128,2.0,24997,19128,0,0,1,-2,1,1,0,0
166908-1131168,3.0,166908,1131168,0,0,1,-2,1,1,0,0
104320-1240695,2.0,104320,1240695,0,0,0,0,1,1,1,-2
2575644-6268886,2.0,2575644,6268886,1,1,0,0,1,1,0,0
1255025-99117,3.0,1255025,99117,0,-1,0,0,1,1,0,0
6327404-6327633,3.0,6327404,6327633,1,2,0,0,1,1,1,-2
29398-1090190,2.0,29398,1090190,1,3,0,-1,1,1,1,-2
6291445-1238553,0.0,6291445,1238553,1,2,0,0,1,1,0,0
167108-822474,0.0,167108,822474,0,-1,1,-2,1,1,0,0
158230-1062533,0.0,158230,1062533,0,-1,0,0,1,1,0,0
6283329-6299241,2.0,6283329,6299241,0,-1,0,-1,0,0,0,0
4842991-6274921,1.0,4842991,6274921,1,4,0,-1,1,1,1,-2
6306388-6336392,2.0,6306388,6336392,1,4,0,-1,1,2,1,-2
6293188-6292921,3.0,6293188,6292921,1,1,0,-1,1,1,0,0
1670259-1234857,0.0,1670259,1234857,0,-1,0,0,1,2,0,0
1912141-26553,2.0,1912141,26553,0,-1,0,0,1,1,0,0
743143-6302718,1.0,743143,6302718,0,-1,0,0,1,1,0,0
6315827-11771,0.0,6315827,11771,0,-1,0,0,0,0,1,-2
3635741-1134696,2.0,3635741,1134696,1,4,1,-2,1,1,1,1
6279588-819790,0.0,6279588,819790,1,1,0,0,1,1,0,0
6272354-1012437,3.0,6272354,1012437,0,-1,0,-1,1,1,1,-2
47489-36343,1.0,47489,36343,0,0,1,-2,1,1,1,-2
6273402-26897,1.0,6273402,26897,1,2,0,0,1,1,0,0
6249275-1061108,0.0,6249275,1061108,1,1,0,0,1,1,0,0
20517-440137,2.0,20517,440137,0,0,0,-1,1,1,0,0
96796-22762,0.0,96796,22762,0,-1,0,0,0,0,1,-2
6330835-1020425,3.0,6330835,1020425,0,0,0,0,0,0,0,0
6281985-436811,1.0,6281985,436811,0,-1,1,-2,0,0,0,0
50987-106146,2.0,50987,106146,1,2,0,0,1,1,0,0
88880-2372028,2.0,88880,2372028,0,-1,0,0,1,1,1,-2
6329639-6303702,3.0,6329639,6303702,0,-1,0,0,0,0,1,-2
32614-4121045,0.0,32614,4121045,0,-1,0,0,1,1,1,-2
2215016-50462,2.0,2215016,50462,0,-1,0,-1,0,0,0,0
6299273-1988753,0.0,6299273,1988753,0,0,0,0,1,1,0,0
6274694-1445883,3.0,6274694,1445883,0,0,1,-2,0,0,1,-2
6320792-1435561,3.0,6320792,1435561,1,1,0,0,1,1,1,-2
6295949-6294615,2.0,6295949,6294615,0,-1,0,0,0,-1,0,-1
139924-44714,0.0,139924,44714,0,0,0,0,1,2,1,-2
1106787-6287086,3.0,1106787,6287086,0,-1,0,0,0,0,1,-2
6326119-6299938,0.0,6326119,6299938,1,1,0,0,1,1,1,-2
819621-4696629,1.0,819621,4696629,1,1,0,0,0,0,1,-2
50578-593984,0.0,50578,593984,0,-1,0,0,1,1,0,0
6292276-6290608,0.0,6292276,6290608,0,-1,0,0,0,0,1,-2
6290865-6329994,3.0,6290865,6329994,0,-1,0,0,0,0,0,0
9041-166064,1.0,9041,166064,0,-1,0,0,0,0,0,0
4684053-2560372,1.0,4684053,2560372,0,-1,0,-1,1,1,0,0
17458-24539,0.0,17458,24539,0,0,1,-2,1,1,0,0
1246877-6289598,3.0,1246877,6289598,0,0,0,0,1,1,1,-2
6303564-6301164,2.0,6303564,6301164,0,0,0,-1,0,0,0,0
6330060-6330330,3.0,6330060,6330330,0,-1,0,-1,0,0,0,0
6296182-6305313,3.0,6296182,6305313,0,0,0,0,1,1,1,-2
27039-252528,2.0,27039,252528,0,-1,0,0,1,2,1,-2
703629-1046420,0.0,703629,1046420,1,1,0,0,0,0,1,-2
6292952-6301926,3.0,6292952,6301926,0,-1,0,-1,0,0,1,-2
6338591-26819,3.0,6338591,26819,0,-1,0,0,1,1,1,-2
1033428-6299338,3.0,1033428,6299338,0,0,0,0,1,1,1,-2
6271188-163627,0.0,6271188,163627,1,2,0,0,1,1,1,-2
3755761-6244983,3.0,3755761,6244983,0,-1,0,0,1,1,1,-2
1823057-25353,2.0,1823057,25353,0,0,0,0,1,1,0,0
1707541-34897,1.0,1707541,34897,0,-1,0,0,0,0,0,0
1070147-26001,1.0,1070147,26001,0,-1,0,-1,1,2,0,0
28959-26531,1.0,28959,26531,1,1,0,0,1,2,1,-2
88880-6201185,2.0,88880,6201185,1,-2,0,0,1,1,1,-2
50826-2626823,0.0,50826,2626823,1,-2,0,-1,1,1,0,0
6295949-6300316,3.0,6295949,6300316,0,-1,0,-1,1,2,1,-2
6269727-17256,2.0,6269727,17256,1,1,0,0,1,1,1,-2
6325138-6326904,3.0,6325138,6326904,0,-1,0,0,1,1,1,-2
166908-6305377,3.0,166908,6305377,1,1,0,-1,1,2,1,-2
6271688-6271126,0.0,6271688,6271126,0,0,0,0,1,1,1,-2
6299324-6275877,0.0,6299324,6275877,1,1,0,0,0,0,0,0
77677-163517,0.0,77677,163517,0,-1,1,-2,1,1,1,-2
144466-6290263,2.0,144466,6290263,0,-1,0,-1,1,1,1,-2
6271786-96958,2.0,6271786,96958,0,-1,0,0,1,1,1,-2
6192825-949691,0.0,6192825,949691,1,-2,1,-2,1,1,0,0
28810-1167881,2.0,28810,1167881,1,1,1,1,1,1,1,-2
18161-102198,3.0,18161,102198,0,-1,0,-1,1,1,1,-2
747815-25416,2.0,747815,25416,1,1,0,0,1,3,1,-2
5043636-6192825,3.0,5043636,6192825,0,0,0,0,1,1,1,-2
153921-1665867,2.0,153921,1665867,0,-1,0,0,1,1,0,0
51204-981,1.0,51204,981,0,0,0,0,1,1,1,-2
2472349-4981883,0.0,2472349,4981883,0,0,0,0,1,1,1,-2
35306-1931,2.0,35306,1931,0,-1,0,0,1,1,1,-2
6274865-49413,0.0,6274865,49413,0,0,0,0,0,0,0,0
41918-4521,2.0,41918,4521,0,0,0,0,1,1,0,0
6269670-6315008,2.0,6269670,6315008,0,-1,0,0,0,0,1,-2
6286715-4528811,0.0,6286715,4528811,1,1,0,-1,1,1,1,-2
6310219-6300620,3.0,6310219,6300620,0,-1,0,0,1,1,1,-2
1319817-6272354,1.0,1319817,6272354,0,-1,0,-1,1,1,1,-2
6322649-6298414,1.0,6322649,6298414,0,-1,0,0,1,1,1,-2
26011-98192,2.0,26011,98192,1,2,0,-1,0,0,1,-2
6285754-6280135,0.0,6285754,6280135,1,2,0,0,1,1,1,-2
2254143-6275575,3.0,2254143,6275575,0,-1,0,-1,1,1,1,-2
89558-28846,0.0,89558,28846,1,4,0,0,1,1,1,-2
2355085-827489,3.0,2355085,827489,0,-1,0,0,1,1,0,0
15261-919521,0.0,15261,919521,0,0,1,-2,0,0,1,-2
106804-143852,0.0,106804,143852,0,-1,0,0,1,1,1,-2
6325713-6317792,3.0,6325713,6317792,0,-1,0,0,1,1,0,0
6288040-2005370,1.0,6288040,2005370,0,0,0,0,0,0,1,-2
6287938-6340302,2.0,6287938,6340302,0,-1,0,-1,0,0,1,-2
6306204-57627,2.0,6306204,57627,0,-1,0,0,1,2,1,-2
1118128-1385425,1.0,1118128,1385425,0,0,0,0,1,2,1,-2
266675-315658,0.0,266675,315658,0,0,0,0,1,1,1,-2
4811010-6324531,1.0,4811010,6324531,0,0,1,-2,0,0,1,-2
6323857-6330665,0.0,6323857,6330665,0,-1,0,0,1,1,1,-2
51072-1668374,0.0,51072,1668374,0,-1,0,0,1,1,0,0
6196160-29470,1.0,6196160,29470,0,-1,0,0,0,0,0,0
6269305-102935,1.0,6269305,102935,0,-1,0,0,1,1,0,0
